Card RFID/MAC Address;Driver;Targa;Nome della Sede / Sede secondaria;Tipologia di Presa;Identificativo della Sessione;Durata della sessione;Serial number e nome della Stazione di Ricarica;Fine sessione;Inizio sessione;Energia erogata
85048281;GY024FX;GY024FX;Gls Cosenza;TYPE2_C;2d82fc65-3231-4ae9-91e7-a478a1c4d9d5;3h 43m 48s;21XK11T2J03BF00819 - Juice Box 7;19/02/2026 13:21:59;19/02/2026 09:38:10;40,972
83601659;GS690EP;GS690EP;Gls Cosenza;TYPE2_C;0fc9b5ae-cc4b-4443-8419-2f3cdb9a06ff;4h 34m 55s;21XK11T2J03BF00817 - Juice Box 9;19/02/2026 13:07:17;19/02/2026 08:32:22;48,348
83510720;GM100FB;GM100FB;Gls Cosenza;TYPE2_C;fe7802d9-e009-4e8c-8ce2-89fa2082ab36;0h 0m 24s;21XK11T2J03BF01380 - Juice Box 5;19/02/2026 07:20:07;19/02/2026 07:19:43;0
83510720;GM100FB;GM100FB;Gls Cosenza;TYPE2_C;34b196a8-f5f5-49f3-84de-fd4cf6e878e1;1h 12m 34s;21XK11T2J03BF00793 - Juice Box 1;19/02/2026 08:01:37;19/02/2026 06:49:03;12,76
83510720;GM100FB;GM100FB;Gls Cosenza;TYPE2_C;92c47fd4-43fe-4db0-b54e-7767003306ee;1h 12m 54s;21XK11T2J03BF00793 - Juice Box 1;19/02/2026 08:01:24;19/02/2026 06:48:30;0
83601684;GS874LZ;GS874LZ;Gls Cosenza;TYPE2_C;cf35b67f-05a8-48ae-90ac-da9da970acc7;12h 45m 43s;23XK11M2J03BF00236 - Juice Box Dario;19/02/2026 08:16:00;18/02/2026 19:30:17;17,258
83604192;GR628XD;GR628XD;Gls Cosenza;TYPE2_C;1e6e5cac-4b91-42c0-a3fe-f577ab5ae87f;11h 42m 17s;21XK11T2J03BF00817 - Juice Box 9;19/02/2026 07:00:54;18/02/2026 19:18:36;47,908
83604192;GR628XD;GR628XD;Gls Cosenza;TYPE2_C;cbea3fc7-4f61-4d1a-aef1-180947b2c00d;11h 42m 53s;21XK11T2J03BF00817 - Juice Box 9;19/02/2026 07:00:40;18/02/2026 19:17:46;0,006
83604191;GS820JN;GS820JN;Gls Cosenza;TYPE2_C;06616ef7-45dd-48d9-9932-d6d94e4ac108;11h 54m 37s;21XK11T2J03BF01379 - Juice Box 8;19/02/2026 07:10:57;18/02/2026 19:16:20;6,046
83604189;GM709PN;GM709PN;Gls Cosenza;TYPE2_C;cae9f507-7dae-4327-ade1-473972e035db;11h 18m 0s;21XK11T2J03BF01381 - Juice Box 10;19/02/2026 06:34:18;18/02/2026 19:16:17;38,44
85073115;GS691VF2;GS691VF2;Gls Cosenza;TYPE2_C;8d0de8d6-4a30-4b81-b99f-01fc256489f3;11h 37m 22s;21XK11T2J03BF00818 - Juice Box 2;19/02/2026 05:28:36;18/02/2026 17:51:13;21,028
83601660;RFID Standalone;-;Gls Cosenza;TYPE2_C;d0399966-2053-4f7a-8d86-cfb3a58f2b90;1h 42m 45s;20XP22T3KK4AL01214 - Juice Pole 2 Prese;18/02/2026 18:39:28;18/02/2026 16:56:43;18,452
83510720;GM100FB;GM100FB;Gls Cosenza;TYPE2_C;17989b7a-b5eb-4cf8-bb0b-3416afbf9e65;14h 27m 15s;21XK11T2J03BF01380 - Juice Box 5;19/02/2026 07:20:06;18/02/2026 16:52:50;52,106
83601661;GR637XD;GR637XD;Gls Cosenza;TYPE2_C;72576174-d67b-4f9e-9e19-bd5e89006fee;13h 27m 8s;21XK11T2J03BF00819 - Juice Box 7;19/02/2026 06:18:29;18/02/2026 16:51:21;18,67
85073112;GS827JN;GS827JN;Gls Cosenza;TYPE2_C;e13f0ef6-1a7a-45a7-8106-c0a12224778d;13h 53m 22s;21XK11T2J03BF01377 - Juice Box 6;19/02/2026 06:28:04;18/02/2026 16:34:41;41,476
83511001;GM099FB;GM099FB;Gls Cosenza;TYPE2_C;0682f575-171a-458e-ba16-0deb42806a6e;13h 59m 51s;21XK11T2J03BF01376 - Juice Box 3;19/02/2026 06:00:30;18/02/2026 16:00:38;45,098
83662927;GS824JN;GS824JN;Gls Cosenza;TYPE2_C;265d3806-ddc1-47d4-b225-9bbce63d15a6;15h 3m 22s;21XK11T2J03BF00797 - Juice Box 4;19/02/2026 07:01:25;18/02/2026 15:58:02;53,438
85073096;HA748ME;HA748ME;Gls Cosenza;TYPE2_C;b2dafdc8-a32f-404a-83a8-2d44edac2d25;4h 11m 24s;20XP22T3KK4AL01214 - Juice Pole 2 Prese;18/02/2026 19:50:08;18/02/2026 15:38:43;20,126
83601537;GM098FB;GM098FB;Gls Cosenza;TYPE2_C;d5c6eaf8-1232-407c-88d0-22f8832221b5;14h 36m 14s;21XK11T2J03BF00793 - Juice Box 1;19/02/2026 05:27:33;18/02/2026 14:51:18;32,479
85048280;GF923SW;GF923SW;Gls Cosenza;TYPE2_C;ba56ccd9-3484-4408-b787-513567db80ea;3h 24m 24s;21XK11T2J03BF00793 - Juice Box 1;18/02/2026 09:43:55;18/02/2026 06:19:30;15,348
83601684;GS874LZ;GS874LZ;Gls Cosenza;TYPE2_C;6bb61c52-bef2-4859-a617-ebd0d2b78577;12h 41m 28s;23XK11M2J03BF00236 - Juice Box Dario;18/02/2026 08:24:40;17/02/2026 19:43:11;32,151
83604189;GM709PN;GM709PN;Gls Cosenza;TYPE2_C;ebcac498-f5f9-4db1-9dda-7b7dc937ce95;12h 12m 43s;20XP22T3KK4AL01214 - Juice Pole 2 Prese;18/02/2026 06:43:11;17/02/2026 18:30:28;34,69
83604192;GR628XD;GR628XD;Gls Cosenza;TYPE2_C;d5625713-0637-4003-973b-7e087afcf870;13h 30m 30s;21XK11T2J03BF01381 - Juice Box 10;18/02/2026 07:40:30;17/02/2026 18:09:59;55,804
83510720;GM100FB;GM100FB;Gls Cosenza;TYPE2_C;4157054d-468f-4caf-b0d6-662d77ab4957;14h 35m 4s;21XK11T2J03BF00819 - Juice Box 7;18/02/2026 07:22:18;17/02/2026 16:47:13;50,792
85073115;GS691VF2;GS691VF2;Gls Cosenza;TYPE2_C;88399f2e-34db-4f70-b893-893ebb174b54;12h 33m 30s;21XK11T2J03BF00818 - Juice Box 2;18/02/2026 05:17:44;17/02/2026 16:44:14;19,088
83601661;GR637XD;GR637XD;Gls Cosenza;TYPE2_C;c96ba642-edcc-4d47-9792-5ee082a3afec;14h 53m 36s;21XK11T2J03BF01379 - Juice Box 8;18/02/2026 07:11:48;17/02/2026 16:18:12;53,382
83601537;GM098FB;GM098FB;Gls Cosenza;TYPE2_C;38632a55-164c-484e-b967-0b683b5bc5a3;13h 17m 44s;21XK11T2J03BF00793 - Juice Box 1;18/02/2026 05:29:05;17/02/2026 16:11:20;41,873
83511001;GM099FB;GM099FB;Gls Cosenza;TYPE2_C;13a9cfab-6c1b-4189-9496-36e512c96106;13h 52m 38s;21XK11T2J03BF01376 - Juice Box 3;18/02/2026 06:01:38;17/02/2026 16:08:59;41,582
83662927;GS824JN;GS824JN;Gls Cosenza;TYPE2_C;67773fdb-d3ec-4fb2-bafb-797a4f2a80c1;15h 28m 33s;21XK11T2J03BF01380 - Juice Box 5;18/02/2026 07:00:18;17/02/2026 15:31:44;51,982
85073112;GS827JN;GS827JN;Gls Cosenza;TYPE2_C;2198c72f-e07c-43d2-833c-0a0545e61e02;15h 18m 42s;21XK11T2J03BF01377 - Juice Box 6;18/02/2026 06:43:04;17/02/2026 15:24:21;30,376
83604193;GS610JM;GS610JM;Gls Cosenza;TYPE2_C;d5e86270-c3b4-45ea-a437-7e732b226c7c;3h 59m 51s;20XP22T3KK4AL01214 - Juice Pole 2 Prese;17/02/2026 18:54:08;17/02/2026 14:54:16;27,264
83604191;GS820JN;GS820JN;Gls Cosenza;TYPE2_C;147aeb4d-1bfd-4984-800a-63f6c6bf4eda;17h 52m 36s;21XK11T2J03BF00797 - Juice Box 4;18/02/2026 07:35:07;17/02/2026 13:42:30;50,126
83604192;GR628XD;GR628XD;Gruppo Chiappetta;CCS2;3d693fef-0f87-437e-846d-1527543a550d;0h 32m 4s;22BZ3369A - OP-15599573 - Gruppo Chiappetta;17/02/2026 09:01:20;17/02/2026 08:29:16;34,544
83604192;GR628XD;GR628XD;Gls Cosenza;TYPE2_C;4df191c0-b660-4fb2-bc29-a288472dd091;0h 0m 4s;21XK11T2J03BF01381 - Juice Box 10;17/02/2026 07:36:20;17/02/2026 07:36:15;0
85048280;GF923SW;GF923SW;Gls Cosenza;TYPE2_C;6aec4f98-f2b3-466b-8804-8faf6a99ed15;3h 18m 58s;20XP22T3KK4AL01214 - Juice Pole 2 Prese;17/02/2026 09:41:13;17/02/2026 06:22:15;14,618
83601661;GR637XD;GR637XD;Gls Cosenza;TYPE2_C;ddf47a91-0d32-434a-8499-298957e22f7c;0h 54m 34s;21XK11T2J03BF00793 - Juice Box 1;17/02/2026 06:55:43;17/02/2026 06:01:08;9,797
83601684;GS874LZ;GS874LZ;Gls Cosenza;TYPE2_C;62373220-9573-428c-9314-7888390ef34b;13h 21m 48s;23XK11M2J03BF00236 - Juice Box Dario;17/02/2026 08:29:44;16/02/2026 19:07:55;40,505
83604192;GR628XD;GR628XD;Gls Cosenza;TYPE2_C;6099b65a-5306-4f06-afb4-7e3bfe44b81f;13h 13m 11s;21XK11T2J03BF01381 - Juice Box 10;17/02/2026 07:36:22;16/02/2026 18:23:11;6,474
83604189;GM709PN;GM709PN;Gls Cosenza;TYPE2_C;e5c250ba-9bbb-401c-91a4-0025e0d03fc8;12h 16m 24s;21XK11T2J03BF01379 - Juice Box 8;17/02/2026 06:38:32;16/02/2026 18:22:08;29,3
83604191;GS820JN;GS820JN;Gls Cosenza;TYPE2_C;617bbb75-f7e2-4d48-84d6-89e5a7bfc90e;14h 10m 0s;21XK11T2J03BF00819 - Juice Box 7;17/02/2026 07:02:22;16/02/2026 16:52:21;32,536
85073115;GS691VF2;GS691VF2;Gls Cosenza;TYPE2_C;b37c957b-4a4c-4627-a4b1-3efee95a369a;12h 46m 0s;21XK11T2J03BF00793 - Juice Box 1;17/02/2026 05:36:01;16/02/2026 16:50:00;16,111
85073115;GS691VF2;GS691VF2;Gls Cosenza;TYPE2_C;075f79b8-8e61-49ca-94b1-f1837b6e05c5;0h 1m 35s;21XK11T2J03BF00818 - Juice Box 2;16/02/2026 16:49:51;16/02/2026 16:48:16;0
83510720;GM100FB;GM100FB;Gls Cosenza;TYPE2_C;f224bd6c-b8aa-4aa4-ba59-ab5223d61fbc;14h 39m 1s;21XK11T2J03BF01380 - Juice Box 5;17/02/2026 07:23:46;16/02/2026 16:44:44;51,404
83511001;GM099FB;GM099FB;Gls Cosenza;TYPE2_C;c8b2b0ab-c879-413e-ac51-6e6ec6a8dc48;13h 31m 21s;21XK11T2J03BF01376 - Juice Box 3;17/02/2026 06:13:09;16/02/2026 16:41:47;40,868
83662927;GS824JN;GS824JN;Gls Cosenza;TYPE2_C;65752416-bf19-400a-a9d1-9ed872b22d24;14h 8m 4s;21XK11T2J03BF00797 - Juice Box 4;17/02/2026 06:49:01;16/02/2026 16:40:56;56,216
85073112;GS827JN;GS827JN;Gls Cosenza;TYPE2_C;e7978e4b-c276-406e-b8cd-382f99f59814;15h 13m 0s;21XK11T2J03BF01377 - Juice Box 6;17/02/2026 06:51:32;16/02/2026 15:38:31;33,552
83662927;GS824JN;GS824JN;Gls Cosenza;TYPE2_C;670a8df0-3b50-4c2c-9d1a-df06e6386ba3;0h 0m 18s;21XK11T2J03BF00797 - Juice Box 4;16/02/2026 06:53:27;16/02/2026 06:53:14;0
85073096;HA748ME;HA748ME;Gls Cosenza;TYPE2_C;3b53828c-17f4-460a-adb2-f8437598152a;4h 50m 25s;21XK11T2J03BF01376 - Juice Box 3;16/02/2026 11:28:25;16/02/2026 06:37:59;22,07
85048280;GF923SW;GF923SW;Gls Cosenza;TYPE2_C;1fb95867-3d21-4315-bacc-8e7343700c64;6h 24m 35s;20XP22T3KK4AL01214 - Juice Pole 2 Prese;16/02/2026 11:57:02;16/02/2026 05:32:27;13,022
83601684;GS874LZ;GS874LZ;Gls Cosenza;TYPE2_C;c72d047d-abd1-418e-9aab-03728257f905;17h 24m 2s;23XK11M2J03BF00236 - Juice Box Dario;16/02/2026 08:26:12;15/02/2026 15:02:09;29,747
83601684;GS874LZ;GS874LZ;Gls Cosenza;TYPE2_C;ddd3cecf-917d-4535-aa9a-34746e3588a5;0h 2m 17s;23XK11M2J03BF00236 - Juice Box Dario;15/02/2026 15:01:36;15/02/2026 14:59:18;0,023
83601684;GS874LZ;GS874LZ;Gls Cosenza;TYPE2_C;143c5968-6850-449c-9cf2-621b9d13bb52;0h 1m 31s;23XK11M2J03BF00236 - Juice Box Dario;15/02/2026 14:59:04;15/02/2026 14:57:33;0
85048280;GF923SW;GF923SW;Gls Cosenza;TYPE2_C;77416a72-6376-45ba-97ff-f621a019db0b;2h 43m 35s;20XP22T3KK4AL01214 - Juice Pole 2 Prese;14/02/2026 11:52:24;14/02/2026 09:08:49;18,762
83604192;GR628XD;GR628XD;Gls Cosenza;TYPE2_C;f69f3cf2-10e1-43ff-9c70-70f70b2e247a;61h 55m 36s;21XK11T2J03BF01381 - Juice Box 10;16/02/2026 08:10:38;13/02/2026 18:15:01;65,39
83604192;GR628XD;GR628XD;Gls Cosenza;TYPE2_C;aa56ed29-a6e6-492d-a7d3-0ef9ff73314f;61h 56m 14s;21XK11T2J03BF01381 - Juice Box 10;16/02/2026 08:10:10;13/02/2026 18:13:55;0
83604191;GS820JN;GS820JN;Gls Cosenza;TYPE2_C;09d50ac1-a3bd-404b-9df1-f12754520c2e;61h 36m 40s;21XK11T2J03BF01379 - Juice Box 8;16/02/2026 07:37:28;13/02/2026 18:00:48;57,434
85073115;GS691VF2;GS691VF2;Gls Cosenza;TYPE2_C;b922ee8d-8ca1-4d7e-8f76-58e2f60ce0b4;59h 34m 36s;21XK11T2J03BF00818 - Juice Box 2;16/02/2026 05:33:42;13/02/2026 17:59:05;27,578
83604189;GM709PN;GM709PN;Gls Cosenza;TYPE2_C;bc4e491e-1079-4216-8c7f-840cad3f3554;61h 3m 44s;21XK11T2J03BF00819 - Juice Box 7;16/02/2026 06:41:12;13/02/2026 17:37:27;31,176
83601661;GR637XD;GR637XD;Gls Cosenza;TYPE2_C;a5cde0b9-d534-4b4f-a4d2-f002b3e34c77;0h 26m 34s;21XK11T2J03BF00819 - Juice Box 7;13/02/2026 17:29:22;13/02/2026 17:02:47;4,55
83510720;GM100FB;GM100FB;Gls Cosenza;TYPE2_C;1a486f96-0682-4cb8-8ff6-7ecd8ef7d168;62h 49m 55s;21XK11T2J03BF01380 - Juice Box 5;16/02/2026 07:25:56;13/02/2026 16:36:00;50,626
83511001;GM099FB;GM099FB;Gls Cosenza;TYPE2_C;ca8f3fc1-ce7b-4995-9716-f17c41e88793;62h 4m 52s;21XK11T2J03BF01376 - Juice Box 3;16/02/2026 06:18:43;13/02/2026 16:13:50;48,6
83662927;GS824JN;GS824JN;Gls Cosenza;TYPE2_C;91992639-a218-4eb9-8b22-ebc7983e8e65;63h 3m 19s;21XK11T2J03BF00797 - Juice Box 4;16/02/2026 06:53:30;13/02/2026 15:50:10;44,778
83601659;GS690EP;GS690EP;Gls Cosenza;TYPE2_C;60c91e35-edc2-4f3d-b439-42e1c4e4ca21;3h 46m 8s;20XP22T3KK4AL01214 - Juice Pole 2 Prese;13/02/2026 19:16:02;13/02/2026 15:29:53;14,382
85073112;GS827JN;GS827JN;Gls Cosenza;TYPE2_C;f2663190-84ed-40ad-a781-8b77466e52b6;63h 39m 54s;21XK11T2J03BF01377 - Juice Box 6;16/02/2026 07:07:02;13/02/2026 15:27:08;36,106
83601537;GM098FB;GM098FB;Gls Cosenza;TYPE2_C;d896f662-02b8-450d-880d-968acaf0612c;62h 39m 4s;21XK11T2J03BF00793 - Juice Box 1;16/02/2026 05:39:59;13/02/2026 15:00:54;37,037
83604193;GS610JM;GS610JM;Gls Cosenza;TYPE2_C;fb87a833-f86e-4da9-a54e-e56528338e79;4h 7m 21s;20XP22T3KK4AL01214 - Juice Pole 2 Prese;13/02/2026 19:01:23;13/02/2026 14:54:02;8,214
83510720;GM100FB;GM100FB;Gls Cosenza;TYPE2_C;e076c2e0-2298-44ed-82c4-31352ed17c7f;0h 0m 14s;21XK11T2J03BF00817 - Juice Box 9;13/02/2026 07:24:16;13/02/2026 07:24:01;0
83601684;GS874LZ;GS874LZ;Gls Cosenza;TYPE2_C;e95f70ee-6235-4d37-9f3e-c9070a26518f;11h 49m 2s;23XK11M2J03BF00236 - Juice Box Dario;13/02/2026 08:30:12;12/02/2026 20:41:09;40,268
83604192;GR628XD;GR628XD;Gls Cosenza;TYPE2_C;ad3756d8-f6f6-42d2-911d-22cd69f7149a;12h 34m 14s;21XK11T2J03BF01379 - Juice Box 8;13/02/2026 08:23:53;12/02/2026 19:49:38;63,036
83604189;GM709PN;GM709PN;Gls Cosenza;TYPE2_C;eeb33827-adfd-4b99-8cdc-5761aa5caadc;12h 12m 4s;21XK11T2J03BF01381 - Juice Box 10;13/02/2026 06:55:52;12/02/2026 18:43:47;47,874
85073115;GS691VF2;GS691VF2;Gls Cosenza;TYPE2_C;8170618e-23ad-4367-94e8-27e04e78f7f3;11h 29m 32s;21XK11T2J03BF00818 - Juice Box 2;13/02/2026 05:39:58;12/02/2026 18:10:26;29,426
83510720;GM100FB;GM100FB;Gls Cosenza;TYPE2_C;500cb269-8b9d-4b57-9b7f-e2466816e42b;13h 40m 35s;21XK11T2J03BF00817 - Juice Box 9;13/02/2026 07:24:06;12/02/2026 17:43:31;60,536
83662927;GS824JN;GS824JN;Gls Cosenza;TYPE2_C;9930c9b4-50fa-4145-94c3-5133c9437d1d;13h 43m 31s;21XK11T2J03BF01380 - Juice Box 5;13/02/2026 06:29:12;12/02/2026 16:45:40;58,618
83601661;GR637XD;GR637XD;Gls Cosenza;TYPE2_C;e841209d-e6ea-4586-92f3-de11e4c54574;13h 22m 14s;21XK11T2J03BF00797 - Juice Box 4;13/02/2026 05:52:11;12/02/2026 16:29:56;61,45
83511001;GM099FB;GM099FB;Gls Cosenza;TYPE2_C;0757039c-47e2-479c-b74f-cd03f440d210;13h 58m 37s;21XK11T2J03BF01376 - Juice Box 3;13/02/2026 06:13:39;12/02/2026 16:15:02;47,498
83601537;GM098FB;GM098FB;Gls Cosenza;TYPE2_C;fb0f2b10-df26-4a92-9a19-b94822219d18;14h 4m 8s;21XK11T2J03BF00793 - Juice Box 1;13/02/2026 05:40:07;12/02/2026 15:35:58;26,793
85073112;GS827JN;GS827JN;Gls Cosenza;TYPE2_C;34136ad3-4f25-4fb1-b7b3-f47c32abf795;4h 43m 24s;21XK11T2J03BF01379 - Juice Box 8;12/02/2026 19:49:19;12/02/2026 15:05:54;39,712
83604191;GS820JN;GS820JN;Gls Cosenza;TYPE2_C;e6d9b939-0175-45f3-a0fb-573b085bc280;18h 53m 50s;21XK11T2J03BF01377 - Juice Box 6;13/02/2026 07:53:15;12/02/2026 12:59:24;34,688
83601659;GS690EP;GS690EP;Gls Cosenza;TYPE2_C;fb920656-c9da-4e69-941e-ec6fbf470b86;4h 35m 51s;21XK11T2J03BF00817 - Juice Box 9;12/02/2026 13:06:54;12/02/2026 08:31:02;47,034
85048280;GF923SW;GF923SW;Gls Cosenza;TYPE2_C;87ea1b1c-bdaf-465f-887b-bf7910c0266d;3h 19m 23s;20XP22T3KK4AL01214 - Juice Pole 2 Prese;12/02/2026 09:44:47;12/02/2026 06:25:23;21,382
83601661;GR637XD;GR637XD;Gls Cosenza;TYPE2_C;027b09af-0205-444a-84dc-2240b474a11f;1h 4m 0s;21XK11T2J03BF00818 - Juice Box 2;12/02/2026 07:15:52;12/02/2026 06:11:52;7,45
83601684;GS874LZ;GS874LZ;Gls Cosenza;TYPE2_C;1f33312b-65ff-4dbc-beaf-f3183ee6b52c;12h 50m 0s;23XK11M2J03BF00236 - Juice Box Dario;12/02/2026 08:26:46;11/02/2026 19:36:45;43,954
83604192;GR628XD;GR628XD;Gls Cosenza;TYPE2_C;287a87b8-e642-48bc-8b26-47a262b4e136;12h 13m 43s;21XK11T2J03BF00817 - Juice Box 9;12/02/2026 07:27:06;11/02/2026 19:13:22;58,538
83604192;GR628XD;GR628XD;Gls Cosenza;TYPE2_C;ee66a2c5-d4ac-4805-92bc-c9ee1dfe1a6e;0h 0m 9s;21XK11T2J03BF00817 - Juice Box 9;11/02/2026 19:12:32;11/02/2026 19:12:22;0
83604192;GR628XD;GR628XD;Gls Cosenza;TYPE2_C;68253462-7059-4986-b8dd-06241c8c7d16;0h 2m 25s;21XK11T2J03BF00817 - Juice Box 9;11/02/2026 19:12:02;11/02/2026 19:09:36;0
83604192;GR628XD;GR628XD;Gls Cosenza;TYPE2_C;94a8d188-bb0b-43fa-a7ce-e39cc7be7fbd;0h 0m 36s;21XK11T2J03BF00817 - Juice Box 9;11/02/2026 19:09:03;11/02/2026 19:08:26;0
83604192;GR628XD;GR628XD;Gls Cosenza;TYPE2_C;eeac5f23-2638-4b83-b190-ab6b6e0e8418;0h 3m 20s;21XK11T2J03BF00817 - Juice Box 9;11/02/2026 19:09:03;11/02/2026 19:05:43;0,006
83604189;GM709PN;GM709PN;Gls Cosenza;TYPE2_C;d14e8b90-1825-4a21-a0f9-843e2d15baba;12h 24m 6s;21XK11T2J03BF01381 - Juice Box 10;12/02/2026 06:40:18;11/02/2026 18:16:11;47,082
85073115;GS691VF2;GS691VF2;Gls Cosenza;TYPE2_C;58f9d8de-bf86-413c-b413-d618b8a4ac8d;11h 25m 32s;21XK11T2J03BF00818 - Juice Box 2;12/02/2026 05:27:58;11/02/2026 18:02:26;25,702
83604191;GS820JN;GS820JN;Gls Cosenza;TYPE2_C;0f1e8a47-690e-4bae-9267-388d3f041768;13h 25m 50s;21XK11T2J03BF01379 - Juice Box 8;12/02/2026 07:09:11;11/02/2026 17:43:21;62,172
83604191;GS820JN;GS820JN;Gls Cosenza;TYPE2_C;72ab2e22-25ba-4b10-b253-59b8431b44b9;0h 0m 50s;21XK11T2J03BF01379 - Juice Box 8;11/02/2026 17:43:01;11/02/2026 17:42:10;0
83601661;GR637XD;GR637XD;Gls Cosenza;TYPE2_C;8559c77c-a019-46d3-b295-e2187774cc50;0h 48m 36s;21XK11T2J03BF01379 - Juice Box 8;11/02/2026 17:41:05;11/02/2026 16:52:28;8,452
83511001;GM099FB;GM099FB;Gls Cosenza;TYPE2_C;7f4b989c-46c7-406f-86a1-557e2e8eb1c4;13h 26m 51s;21XK11T2J03BF01376 - Juice Box 3;12/02/2026 05:59:53;11/02/2026 16:33:02;51,842
83662927;GS824JN;GS824JN;Gls Cosenza;TYPE2_C;1b81ea89-6db2-462f-beb4-bf1230f5180a;15h 1m 18s;21XK11T2J03BF00797 - Juice Box 4;12/02/2026 07:17:13;11/02/2026 16:15:54;57,572
85073112;GS827JN;GS827JN;Gls Cosenza;TYPE2_C;f963877a-1074-47f2-8f9a-1c1963664e3c;14h 40m 3s;21XK11T2J03BF01380 - Juice Box 5;12/02/2026 06:39:34;11/02/2026 15:59:31;42,402
85073096;HA748ME;HA748ME;Gls Cosenza;TYPE2_C;2f7b8219-5578-4d94-8f3a-bd19b947ce88;1h 42m 51s;21XK11T2J03BF00817 - Juice Box 9;11/02/2026 17:26:38;11/02/2026 15:43:46;17,986
83601537;GM098FB;GM098FB;Gls Cosenza;TYPE2_C;8a8da17e-1137-4e36-9ae2-d257dfe149d1;14h 22m 52s;21XK11T2J03BF00793 - Juice Box 1;12/02/2026 05:35:31;11/02/2026 15:12:38;34,618
83510720;GM100FB;GM100FB;Gls Cosenza;TYPE2_C;906c2d9f-a72e-43b8-bbe1-34324dc5ca02;16h 17m 44s;21XK11T2J03BF01377 - Juice Box 6;12/02/2026 07:29:53;11/02/2026 15:12:08;37,792
83604193;GS610JM;GS610JM;Gls Cosenza;TYPE2_C;b941cf90-97f7-4a3e-b695-c3107a4634a7;3h 56m 55s;20XP22T3KK4AL01214 - Juice Pole 2 Prese;11/02/2026 18:54:33;11/02/2026 14:57:38;29,562
83601661;GR637XD;GR637XD;Gls Cosenza;TYPE2_C;f64755ad-46a1-4449-8ceb-131a4d1b9572;0h 56m 14s;21XK11T2J03BF00818 - Juice Box 2;11/02/2026 07:10:32;11/02/2026 06:14:18;6,5
83601684;GS874LZ;GS874LZ;Gls Cosenza;TYPE2_C;ee30c084-342e-4292-acff-8ab26c970dce;13h 40m 38s;23XK11M2J03BF00236 - Juice Box Dario;11/02/2026 08:32:54;10/02/2026 18:52:15;15,404
83604191;GS820JN;GS820JN;Gls Cosenza;TYPE2_C;4ba1ef7e-ee8c-4f3a-9acc-105ec497209b;13h 22m 51s;21XK11T2J03BF00817 - Juice Box 9;11/02/2026 07:29:20;10/02/2026 18:06:28;48,36
83604189;GM709PN;GM709PN;Gls Cosenza;TYPE2_C;d9eadd18-2de6-45d3-809b-081f943a9e70;12h 38m 48s;21XK11T2J03BF01381 - Juice Box 10;11/02/2026 06:23:18;10/02/2026 17:44:29;31,478
83510720;GM100FB;GM100FB;Gls Cosenza;TYPE2_C;926544cd-f59f-4d7d-b98c-a7fe8505855c;13h 59m 25s;21XK11T2J03BF01380 - Juice Box 5;11/02/2026 07:29:10;10/02/2026 17:29:44;52,18
83604192;GR628XD;GR628XD;Gls Cosenza;TYPE2_C;84bd1e37-ce7e-4f10-80b8-e496e287195b;13h 1m 30s;21XK11T2J03BF01379 - Juice Box 8;11/02/2026 06:19:39;10/02/2026 17:18:08;48,032
85073115;GS691VF2;GS691VF2;Gls Cosenza;TYPE2_C;f5a3e55f-33af-4e30-a15d-61e768245c17;12h 36m 32s;21XK11T2J03BF00818 - Juice Box 2;11/02/2026 05:30:46;10/02/2026 16:54:14;19,652
83511001;GM099FB;GM099FB;Gls Cosenza;TYPE2_C;f24928ef-8497-4831-95ef-a7e2e0be8bb8;13h 5m 45s;21XK11T2J03BF01376 - Juice Box 3;11/02/2026 05:59:47;10/02/2026 16:54:02;51,304
83662927;GS824JN;GS824JN;Gls Cosenza;TYPE2_C;7121ecc7-bee9-4691-9def-910c553762d7;14h 46m 42s;21XK11T2J03BF00797 - Juice Box 4;11/02/2026 06:57:41;10/02/2026 16:10:58;57,482
83601537;GM098FB;GM098FB;Gls Cosenza;TYPE2_C;3b590f6b-349a-456c-a06f-1b68c09d2edd;14h 5m 34s;21XK11T2J03BF00793 - Juice Box 1;11/02/2026 05:27:25;10/02/2026 15:21:50;28,644
85073112;GS827JN;GS827JN;Gls Cosenza;TYPE2_C;6322e18c-23c4-4023-ae73-c1c30445ef27;15h 51m 42s;21XK11T2J03BF01377 - Juice Box 6;11/02/2026 06:55:25;10/02/2026 15:03:42;35,682
85048281;GY024FX;GY024FX;Gls Cosenza;TYPE2_C;ea006794-4d77-4b49-a0a3-098eb40782fe;5h 27m 33s;21XK11T2J03BF00817 - Juice Box 9;10/02/2026 15:03:08;10/02/2026 09:35:35;59,746
85048280;GF923SW;GF923SW;Gls Cosenza;TYPE2_C;d91c0f51-a41e-4d17-af0d-00440055bc46;3h 31m 36s;20XP22T3KK4AL01214 - Juice Pole 2 Prese;10/02/2026 09:39:00;10/02/2026 06:07:24;17,33
83604192;GR628XD;GR628XD;Gls Cosenza;TYPE2_C;aa6c60f7-7c3b-4391-818f-f6c3bfd5ca49;11h 0m 35s;21XK11T2J03BF00817 - Juice Box 9;10/02/2026 06:24:40;09/02/2026 19:24:04;59,274
83601684;GS874LZ;GS874LZ;Gls Cosenza;TYPE2_C;24878385-cc9a-44f3-9fa6-59905b5bef26;13h 27m 28s;23XK11M2J03BF00236 - Juice Box Dario;10/02/2026 08:15:04;09/02/2026 18:47:35;36,05
