Card RFID/MAC Address;Driver;Targa;Nome della Sede / Sede secondaria;Tipologia di Presa;Identificativo della Sessione;Durata della sessione;Serial number e nome della Stazione di Ricarica;Fine sessione;Inizio sessione;Energia erogata
83601537;GM098FB;GM098FB;Gls Cosenza;TYPE2_C;f594b371-0da0-442d-9275-213860a4b9da;16h 26m 18s;21XK11T2J03BF00793 - Juice Box 1;23/01/2026 05:30:35;22/01/2026 13:04:16;23,952
85048280;GF923SW;GF923SW;Gls Cosenza;TYPE2_C;0eb85733-8c7e-459d-a3cd-208c99db7d35;4h 23m 30s;20XP22T3KK4AL01214 - Juice Pole 2 Prese;22/01/2026 10:42:49;22/01/2026 06:19:19;14,872
83601684;GS874LZ;GS874LZ;Gls Cosenza;TYPE2_C;3e5a5def-1585-48f5-871b-7baed70a9123;13h 37m 2s;23XK11M2J03BF00236 - Juice Box Dario;22/01/2026 08:29:50;21/01/2026 18:52:47;12,772
83604189;GM709PN;GM709PN;Gls Cosenza;TYPE2_C;c94dd3ce-919f-4f35-b33b-db4ea4c8beee;12h 22m 46s;21XK11T2J03BF01381 - Juice Box 10;22/01/2026 06:33:20;21/01/2026 18:10:33;54,244
83604191;GS820JN;GS820JN;Gls Cosenza;TYPE2_C;00d8ede7-690d-4504-b868-1e481767c4c3;13h 47m 21s;21XK11T2J03BF00817 - Juice Box 9;22/01/2026 07:18:50;21/01/2026 17:31:29;55,62
83510720;GM100FB;GM100FB;Gls Cosenza;TYPE2_C;ac46a0ae-461a-48ac-83d3-400e54115d88;13h 56m 42s;21XK11T2J03BF01379 - Juice Box 8;22/01/2026 07:24:19;21/01/2026 17:27:36;49,53
85073115;GS691VF2;GS691VF2;Gls Cosenza;TYPE2_C;fd168de8-70d8-47bc-951b-c73eba0dbbd4;12h 43m 56s;21XK11T2J03BF00818 - Juice Box 2;22/01/2026 05:33:40;21/01/2026 16:49:44;26,538
83604192;GR628XD;GR628XD;Gls Cosenza;TYPE2_C;70292ff2-d6cc-475c-8f89-54e344165146;14h 29m 31s;21XK11T2J03BF01380 - Juice Box 5;22/01/2026 07:10:29;21/01/2026 16:40:58;54,126
83601661;GR637XD;GR637XD;Gls Cosenza;TYPE2_C;b4384987-b821-448f-b811-3aded8613693;14h 30m 12s;21XK11T2J03BF01377 - Juice Box 6;22/01/2026 06:58:57;21/01/2026 16:28:44;37,828
83601661;GR637XD;GR637XD;Gls Cosenza;TYPE2_C;92fdbfcb-09c5-40c4-84cb-e4af8b7b5bc2;14h 42m 8s;21XK11T2J03BF00819 - Juice Box 7;22/01/2026 07:02:37;21/01/2026 16:20:28;63,838
83511001;GM099FB;GM099FB;Gls Cosenza;TYPE2_C;76dbd94c-41e7-4d92-bf19-254f8bd60356;13h 50m 0s;21XK11T2J03BF01376 - Juice Box 3;22/01/2026 06:03:05;21/01/2026 16:13:04;40,966
83601537;GM098FB;GM098FB;Gls Cosenza;TYPE2_C;3a0c3f91-2431-4dc9-99b3-7e5bd33f62f5;13h 49m 20s;21XK11T2J03BF00793 - Juice Box 1;22/01/2026 05:37:23;21/01/2026 15:48:02;25,498
83662927;GS824JN;GS824JN;Gls Cosenza;TYPE2_C;2714a3aa-2689-4782-98a8-5da7195c5222;14h 21m 38s;21XK11T2J03BF00797 - Juice Box 4;22/01/2026 06:01:37;21/01/2026 15:39:58;64,216
83601659;GS690EP;GS690EP;Gls Cosenza;TYPE2_C;13f44309-0859-425c-93c5-5441582a7b93;4h 20m 18s;20XP22T3KK4AL01214 - Juice Pole 2 Prese;21/01/2026 13:07:33;21/01/2026 08:47:14;44,456
85048280;GF923SW;GF923SW;Gls Cosenza;TYPE2_C;1caab29e-4761-4844-acdc-6b29140bc4e6;3h 37m 35s;20XP22T3KK4AL01214 - Juice Pole 2 Prese;21/01/2026 09:56:56;21/01/2026 06:19:21;14,624
83601684;GS874LZ;GS874LZ;Gls Cosenza;TYPE2_C;7176ecef-24b0-4d1a-afde-62c94611231a;13h 40m 21s;23XK11M2J03BF00236 - Juice Box Dario;21/01/2026 08:35:12;20/01/2026 18:54:51;31,322
83604191;GS820JN;GS820JN;Gls Cosenza;TYPE2_C;ada38853-10df-4aa1-b92f-fb590ca09eef;13h 38m 23s;20XP22T3KK4AL01214 - Juice Pole 2 Prese;21/01/2026 07:23:13;20/01/2026 17:44:49;41,602
83604189;GM709PN;GM709PN;Gls Cosenza;TYPE2_C;01e2551f-31bd-451b-9823-90bc8a047115;12h 49m 0s;21XK11T2J03BF01381 - Juice Box 10;21/01/2026 06:30:20;20/01/2026 17:41:19;49,262
83604192;GR628XD;GR628XD;Gls Cosenza;TYPE2_C;38e6ef2e-d3fb-4064-96aa-1db0662a6461;14h 16m 12s;21XK11T2J03BF01379 - Juice Box 8;21/01/2026 07:23:59;20/01/2026 17:07:46;53,188
83510720;GM100FB;GM100FB;Gls Cosenza;TYPE2_C;0df069c8-570c-490e-a50a-51cf9cfbcef5;14h 19m 10s;21XK11T2J03BF01377 - Juice Box 6;21/01/2026 07:21:41;20/01/2026 17:02:30;62,882
83511001;GM099FB;GM099FB;Gls Cosenza;TYPE2_C;4f830960-6583-48d0-a205-56fed02078fa;14h 14m 51s;21XK11T2J03BF01376 - Juice Box 3;21/01/2026 06:08:50;20/01/2026 15:53:58;44,868
83601537;GM098FB;GM098FB;Gls Cosenza;TYPE2_C;bd1e43f8-0152-4b1e-bc90-c7083c2e453d;15h 18m 3s;21XK11T2J03BF01380 - Juice Box 5;21/01/2026 06:48:40;20/01/2026 15:30:36;32,138
85073115;GS691VF2;GS691VF2;Gls Cosenza;TYPE2_C;a148a67e-41dd-4201-826b-23280147db36;14h 24m 4s;21XK11T2J03BF00818 - Juice Box 2;21/01/2026 05:25:56;20/01/2026 15:01:52;23,51
83604193;GS610JM;GS610JM;Gls Cosenza;TYPE2_C;81286f14-ec7f-43f6-b70f-0c1a1428cf30;4h 4m 27s;20XP22T3KK4AL01214 - Juice Pole 2 Prese;20/01/2026 19:00:45;20/01/2026 14:56:17;30,032
83662927;GS824JN;GS824JN;Gls Cosenza;TYPE2_C;6ebc31fa-6ce4-4d66-86fa-f921fab2e742;15h 38m 38s;21XK11T2J03BF00797 - Juice Box 4;21/01/2026 06:24:25;20/01/2026 14:45:46;54,146
83601537;GM098FB;GM098FB;Gls Cosenza;TYPE2_C;670e73d7-0479-445a-a8d4-14a04c9515a0;15h 42m 12s;21XK11T2J03BF00793 - Juice Box 1;21/01/2026 05:26:29;20/01/2026 13:44:16;28,08
85048281;GY024FX;GY024FX;Gls Cosenza;TYPE2_C;d54b6232-b3f2-4855-95dd-f741e0990056;3h 56m 24s;21XK11T2J03BF00817 - Juice Box 9;20/01/2026 13:33:26;20/01/2026 09:37:01;37,504
85048280;GF923SW;GF923SW;Gls Cosenza;TYPE2_C;8ae9426b-a416-41f6-911c-85ced220bcc4;3h 27m 47s;20XP22T3KK4AL01214 - Juice Pole 2 Prese;20/01/2026 09:41:42;20/01/2026 06:13:55;14,938
83604189;GM709PN;GM709PN;Gls Cosenza;TYPE2_C;a4e4fb00-8307-4495-a8c6-95eb1e325334;12h 6m 58s;21XK11T2J03BF01381 - Juice Box 10;20/01/2026 06:17:10;19/01/2026 18:10:11;44,322
83604192;GR628XD;GR628XD;Gls Cosenza;TYPE2_C;4df0812a-4f9c-45a9-9f24-c373b7d32abf;12h 42m 16s;21XK11T2J03BF00817 - Juice Box 9;20/01/2026 06:14:18;19/01/2026 17:32:01;48,158
83601684;GS874LZ;GS874LZ;Gls Cosenza;TYPE2_C;8c83f895-ca20-474d-8658-17f4418d60af;15h 30m 50s;23XK11M2J03BF00236 - Juice Box Dario;20/01/2026 08:19:12;19/01/2026 16:48:21;32,279
83604191;GS820JN;GS820JN;Gls Cosenza;TYPE2_C;3bdfe22e-b351-438a-afae-79d79fb7309c;14h 22m 46s;21XK11T2J03BF01379 - Juice Box 8;20/01/2026 07:09:41;19/01/2026 16:46:54;28,652
83510720;GM100FB;GM100FB;Gls Cosenza;TYPE2_C;a4fe9c83-1805-410f-9b2a-b5ead96ca0b5;14h 41m 27s;21XK11T2J03BF01380 - Juice Box 5;20/01/2026 07:17:18;19/01/2026 16:35:50;54,388
83511001;GM099FB;GM099FB;Gls Cosenza;TYPE2_C;877a0815-560a-4824-8e3d-071445e558a8;13h 33m 47s;21XK11T2J03BF01376 - Juice Box 3;20/01/2026 05:59:53;19/01/2026 16:26:05;42,924
83601661;GR637XD;GR637XD;Gls Cosenza;TYPE2_C;18eb45c2-d0fa-4df5-9eb3-b1229d94e65f;13h 43m 12s;21XK11T2J03BF00819 - Juice Box 7;20/01/2026 06:00:45;19/01/2026 16:17:32;66,764
83662927;GS824JN;GS824JN;Gls Cosenza;TYPE2_C;12a33e8c-6421-4862-bab7-2ebb26bdf902;14h 12m 53s;21XK11T2J03BF00797 - Juice Box 4;20/01/2026 06:16:13;19/01/2026 16:03:20;64,306
83662927;GS824JN;GS824JN;Gls Cosenza;TYPE2_C;e129e423-0413-4f9d-9309-f6a96f20257a;0h 0m 50s;21XK11T2J03BF00797 - Juice Box 4;19/01/2026 16:03:13;19/01/2026 16:02:24;0
83601537;GM098FB;GM098FB;Gls Cosenza;TYPE2_C;bc759831-77cb-451b-ade4-44c85be99d89;14h 53m 4s;21XK11T2J03BF01377 - Juice Box 6;20/01/2026 06:43:57;19/01/2026 15:50:52;32,872
85073115;GS691VF2;GS691VF2;Gls Cosenza;TYPE2_C;da0fdd29-3717-4742-a706-d1e6f603501f;14h 1m 58s;21XK11T2J03BF00818 - Juice Box 2;20/01/2026 05:32:12;19/01/2026 15:30:14;20,262
85073096;HA748ME;HA748ME;Gls Cosenza;TYPE2_C;5c520f8c-3165-42e2-b181-2ec5df29e7e5;2h 30m 45s;21XK11T2J03BF01380 - Juice Box 5;19/01/2026 15:39:34;19/01/2026 13:08:48;22,232
83601537;GM098FB;GM098FB;Gls Cosenza;TYPE2_C;90fd9aed-1e52-4200-a64e-54f564b5a511;16h 23m 30s;21XK11T2J03BF00793 - Juice Box 1;20/01/2026 05:31:37;19/01/2026 13:08:06;19,15
83601684;GS874LZ;GS874LZ;Gls Cosenza;TYPE2_C;5e740dd4-815e-4d47-be16-ebc222d8f418;15h 38m 52s;23XK11M2J03BF00236 - Juice Box Dario;19/01/2026 08:19:10;18/01/2026 16:40:17;26,932
85048280;GF923SW;GF923SW;Gls Cosenza;TYPE2_C;f7b30b37-978a-4349-b836-0a9522b825c2;2h 4m 2s;20XP22T3KK4AL01214 - Juice Pole 2 Prese;17/01/2026 12:08:35;17/01/2026 10:04:32;9,56
83604189;GM709PN;GM709PN;Gls Cosenza;TYPE2_C;5f211cc1-e6e3-4a58-8689-4c68a7618b7d;59h 29m 23s;21XK11T2J03BF00817 - Juice Box 9;19/01/2026 06:21:14;16/01/2026 18:51:51;44,722
83601659;GS690EP;GS690EP;Gls Cosenza;TYPE2_C;fa44371c-67ba-4945-a8bd-ab6e08579c21;1h 39m 32s;20XP22T3KK4AL01214 - Juice Pole 2 Prese;16/01/2026 19:29:19;16/01/2026 17:49:46;18,132
83604192;GR628XD;GR628XD;Gls Cosenza;TYPE2_C;7527d9e9-0b2b-4452-afdd-ba650fce6011;62h 3m 4s;21XK11T2J03BF01379 - Juice Box 8;19/01/2026 07:01:11;16/01/2026 16:58:06;41,034
85073115;GS691VF2;GS691VF2;Gls Cosenza;TYPE2_C;2ac7004b-a2cf-4aad-bafd-97ad18eefda2;60h 49m 18s;21XK11T2J03BF00818 - Juice Box 2;19/01/2026 05:39:58;16/01/2026 16:50:39;26,244
83604191;GS820JN;GS820JN;Gls Cosenza;TYPE2_C;a662cd4d-9a83-4886-b9f9-13c65a73166f;63h 11m 40s;21XK11T2J03BF01377 - Juice Box 6;19/01/2026 07:47:53;16/01/2026 16:36:12;37,498
83510720;GM100FB;GM100FB;Gls Cosenza;TYPE2_C;45f03d3b-80d5-416f-ba7f-78afd5013772;62h 41m 52s;21XK11T2J03BF00819 - Juice Box 7;19/01/2026 07:17:53;16/01/2026 16:36:01;50,28
83511001;GM099FB;GM099FB;Gls Cosenza;TYPE2_C;767f35dc-7d65-47dc-998f-0e59ce8428e5;62h 4m 9s;21XK11T2J03BF01376 - Juice Box 3;19/01/2026 06:19:29;16/01/2026 16:15:20;44,246
83662927;GS824JN;GS824JN;Gls Cosenza;TYPE2_C;c6f312c1-3221-4335-9517-113427fd72f2;62h 15m 4s;21XK11T2J03BF00797 - Juice Box 4;19/01/2026 06:12:45;16/01/2026 15:57:40;56,77
83601537;GM098FB;GM098FB;Gls Cosenza;TYPE2_C;8b3242a7-7b1c-4624-b418-eba74f053669;63h 37m 55s;21XK11T2J03BF01380 - Juice Box 5;19/01/2026 06:58:10;16/01/2026 15:20:14;35,672
85073096;HA748ME;HA748ME;Gls Cosenza;TYPE2_C;11be97a5-7c1e-4cd7-b4ae-5f62e05ebc37;5h 2m 38s;20XP22T3KK4AL01214 - Juice Pole 2 Prese;16/01/2026 20:12:51;16/01/2026 15:10:13;22,304
83604193;GS610JM;GS610JM;Gls Cosenza;TYPE2_C;4cee2c39-bc55-4127-b227-0d9f689eee4e;2h 47m 15s;20XP22T3KK4AL01214 - Juice Pole 2 Prese;16/01/2026 17:46:03;16/01/2026 14:58:48;28,918
83601537;GM098FB;GM098FB;Gls Cosenza;TYPE2_C;ba42486e-b8fc-429b-b611-7d179e4d267d;64h 0m 6s;21XK11T2J03BF00793 - Juice Box 1;19/01/2026 05:42:19;16/01/2026 13:42:13;29,47
85048280;GF923SW;GF923SW;Gls Cosenza;TYPE2_C;ca2862a1-2f3c-4f86-8c4a-9a89378e5527;5h 42m 30s;20XP22T3KK4AL01214 - Juice Pole 2 Prese;16/01/2026 11:58:55;16/01/2026 06:16:25;17,664
83601684;GS874LZ;GS874LZ;Gls Cosenza;TYPE2_C;61873527-aadb-44ed-a6c9-a77689b989d7;12h 34m 44s;23XK11M2J03BF00236 - Juice Box Dario;16/01/2026 08:19:06;15/01/2026 19:44:21;42,04
83604189;GM709PN;GM709PN;Gls Cosenza;TYPE2_C;e98cfd5a-40d0-4b52-9221-ade561a0ac34;12h 1m 23s;21XK11T2J03BF00817 - Juice Box 9;16/01/2026 06:34:02;15/01/2026 18:32:39;40,666
83601661;GR637XD;GR637XD;Gls Cosenza;TYPE2_C;43b244f5-a77f-4602-948b-c4e42da6e4d6;14h 8m 52s;21XK11T2J03BF01381 - Juice Box 10;16/01/2026 07:06:42;15/01/2026 16:57:49;46,826
83604192;GR628XD;GR628XD;Gls Cosenza;TYPE2_C;756c3883-f924-4dc8-9a36-7f1dcd5dcf17;13h 47m 2s;21XK11T2J03BF00819 - Juice Box 7;16/01/2026 06:38:27;15/01/2026 16:51:24;46,546
83604192;GR628XD;GR628XD;Gls Cosenza;TYPE2_C;73bf206e-96c9-4794-bb0f-5c2ae34f1830;0h 0m 46s;21XK11T2J03BF00819 - Juice Box 7;15/01/2026 16:50:25;15/01/2026 16:49:48;0
83604192;GR628XD;GR628XD;Gls Cosenza;TYPE2_C;3d146376-ebc7-4ec4-8622-b8f05c2d537c;0h 0m 4s;21XK11T2J03BF00819 - Juice Box 7;15/01/2026 16:48:39;15/01/2026 16:48:34;0
83604192;GR628XD;GR628XD;Gls Cosenza;TYPE2_C;ac398aa5-413f-4e5a-b38f-1f0162c8952f;13h 57m 30s;21XK11T2J03BF01379 - Juice Box 8;16/01/2026 06:45:43;15/01/2026 16:48:12;52,266
83510720;GM100FB;GM100FB;Gls Cosenza;TYPE2_C;c5ba4b61-b5f2-495d-8590-629cb792ca10;14h 34m 31s;21XK11T2J03BF01380 - Juice Box 5;16/01/2026 07:22:34;15/01/2026 16:48:02;46,942
83604192;GR628XD;GR628XD;Gls Cosenza;TYPE2_C;1d8ac92e-80d5-49aa-a9e6-f56f126fa860;0h 0m 55s;21XK11T2J03BF00819 - Juice Box 7;15/01/2026 16:48:41;15/01/2026 16:47:46;0,006
83662927;GS824JN;GS824JN;Gls Cosenza;TYPE2_C;7c577004-b44c-4587-a9ba-baf512243ddb;14h 9m 38s;21XK11T2J03BF00797 - Juice Box 4;16/01/2026 06:38:45;15/01/2026 16:29:06;62,69
85073115;GS691VF2;GS691VF2;Gls Cosenza;TYPE2_C;09df2124-87da-4169-8307-90733063ffce;13h 7m 42s;21XK11T2J03BF00818 - Juice Box 2;16/01/2026 05:36:40;15/01/2026 16:28:58;25,466
83511001;GM099FB;GM099FB;Gls Cosenza;TYPE2_C;db508319-9919-4f60-adec-55311c169e98;14h 5m 57s;21XK11T2J03BF01376 - Juice Box 3;16/01/2026 06:01:24;15/01/2026 15:55:27;56,814
83604191;GS820JN;GS820JN;Gls Cosenza;TYPE2_C;92fbed2e-a0d0-461a-9b26-aff07031aedc;15h 29m 42s;21XK11T2J03BF01377 - Juice Box 6;16/01/2026 07:22:13;15/01/2026 15:52:30;26,434
83604193;GS610JM;GS610JM;Gls Cosenza;TYPE2_C;3272790f-86a1-42da-8a98-6c1e0dc47612;4h 8m 21s;20XP22T3KK4AL01214 - Juice Pole 2 Prese;15/01/2026 19:06:45;15/01/2026 14:58:23;25,948
83601537;GM098FB;GM098FB;Gls Cosenza;TYPE2_C;20f7da3a-b407-40cf-ae02-fa5eda296a0c;16h 43m 20s;21XK11T2J03BF00793 - Juice Box 1;16/01/2026 05:34:07;15/01/2026 12:50:46;43,309
83510720;GM100FB;GM100FB;Gruppo Chiappetta;CCS2;1afd783f-6d71-4937-9624-81bb49c5ac0c;0h 35m 3s;22BZ3369A - OP-15599573 - Gruppo Chiappetta;15/01/2026 09:00:58;15/01/2026 08:25:54;20,336
83662927;GS824JN;GS824JN;Gruppo Chiappetta;CCS2;d232ca65-e5f8-48d1-b97a-470381db1fdf;1h 9m 56s;22BZ3369A - OP-15599573 - Gruppo Chiappetta;15/01/2026 09:26:42;15/01/2026 08:16:45;51,748
83604192;GR628XD;GR628XD;Gruppo Chiappetta;CCS2;1c757ab3-d2f2-42b3-bb21-5e3d9c68ac5b;0h 57m 0s;22BZ3369A - OP-15599573 - Gruppo Chiappetta;15/01/2026 08:24:03;15/01/2026 07:27:02;27,183
83604192;GR628XD;GR628XD;Gls Cosenza;TYPE2_C;a1cd43a7-c663-4d8d-89e9-95771e8e2477;0h 0m 8s;21XK11T2J03BF01377 - Juice Box 6;15/01/2026 07:11:09;15/01/2026 07:11:01;0
83662927;GS824JN;GS824JN;Gls Cosenza;TYPE2_C;217ca2b1-b88c-459e-a3c4-209aa299df5d;0h 0m 4s;21XK11T2J03BF00797 - Juice Box 4;15/01/2026 07:03:09;15/01/2026 07:03:04;0
83511001;GM099FB;GM099FB;Gls Cosenza;TYPE2_C;386d5e35-ed93-42e3-b488-fc330478452f;0h 41m 53s;21XK11T2J03BF01376 - Juice Box 3;15/01/2026 06:45:09;15/01/2026 06:03:16;7,32
83604193;GS610JM;GS610JM;Gls Cosenza;TYPE2_C;09e5fb30-c61c-4d23-8e7a-797cc691e189;0h 1m 43s;20XP22T3KK4AL01214 - Juice Pole 2 Prese;14/01/2026 19:21:54;14/01/2026 19:20:12;0
83601684;GS874LZ;GS874LZ;Gls Cosenza;TYPE2_C;3af75b40-ca89-43e7-b435-1108f3575f7b;13h 15m 46s;23XK11M2J03BF00236 - Juice Box Dario;15/01/2026 08:17:14;14/01/2026 19:01:27;15,604
83604189;GM709PN;GM709PN;Gls Cosenza;TYPE2_C;caba2df6-dce0-4fb8-9eda-100e64031269;11h 29m 52s;21XK11T2J03BF01381 - Juice Box 10;15/01/2026 06:22:06;14/01/2026 18:52:14;37,45
83510720;GM100FB;GM100FB;Gls Cosenza;TYPE2_C;49afa3eb-c9ff-48ac-afa8-25211673ddfd;12h 57m 43s;21XK11T2J03BF01380 - Juice Box 5;15/01/2026 07:20:16;14/01/2026 18:22:32;57,814
83604191;GS820JN;GS820JN;Gls Cosenza;TYPE2_C;58512967-7f6e-417c-b82d-8f2b4fca38e3;11h 52m 26s;21XK11T2J03BF01379 - Juice Box 8;15/01/2026 06:14:47;14/01/2026 18:22:20;41,12
85073115;GS691VF2;GS691VF2;Gls Cosenza;TYPE2_C;abf9fd04-3e57-4b31-a9bd-53d4de01deca;11h 14m 50s;21XK11T2J03BF00818 - Juice Box 2;15/01/2026 05:36:36;14/01/2026 18:21:46;21,288
83511001;GM099FB;GM099FB;Gls Cosenza;TYPE2_C;a9c6c146-5ab7-4311-9e89-515f66dbad72;0h 14m 5s;21XK11T2J03BF00819 - Juice Box 7;14/01/2026 17:58:16;14/01/2026 17:44:10;2,364
83662927;GS824JN;GS824JN;Gls Cosenza;TYPE2_C;9ee95304-9772-4a52-95d2-9a9deb9038c5;0h 46m 38s;21XK11T2J03BF00797 - Juice Box 4;14/01/2026 17:58:19;14/01/2026 17:11:40;8,226
83604192;GR628XD;GR628XD;Gls Cosenza;TYPE2_C;eb6b0682-0d15-4f75-ba3e-b68b5704513e;1h 4m 7s;21XK11T2J03BF01377 - Juice Box 6;14/01/2026 17:58:20;14/01/2026 16:54:12;11,3
83511001;GM099FB;GM099FB;Gls Cosenza;TYPE2_C;08e3c87c-b842-4873-96bb-8c2456854f4d;1h 40m 55s;21XK11T2J03BF01376 - Juice Box 3;14/01/2026 17:58:20;14/01/2026 16:17:24;17,972
83604193;GS610JM;GS610JM;Gls Cosenza;TYPE2_C;ae0cb783-3a13-400d-afea-3e61a6ad479f;3h 10m 48s;20XP22T3KK4AL01214 - Juice Pole 2 Prese;14/01/2026 19:20:10;14/01/2026 16:09:21;17,522
83601537;GM098FB;GM098FB;Gls Cosenza;TYPE2_C;d6a4c2fa-303a-496d-8e51-b766484827f6;1h 54m 11s;21XK11T2J03BF00793 - Juice Box 1;14/01/2026 17:58:16;14/01/2026 16:04:05;20,295
83510720;GM100FB;GM100FB;Gruppo Chiappetta;CCS2;4284e218-80d3-4f5f-b7b7-3ac5e057a3ec;1h 4m 19s;22BZ3369A - OP-15599573 - Gruppo Chiappetta;14/01/2026 10:00:06;14/01/2026 08:55:46;47,118
83601659;GS690EP;GS690EP;Gls Cosenza;TYPE2_C;f1fb8de6-6a4e-416b-b27d-a7991afeb9e5;4h 45m 6s;21XK11T2J03BF00819 - Juice Box 7;14/01/2026 13:04:07;14/01/2026 08:19:01;50,426
83510720;GM100FB;GM100FB;Gls Cosenza;TYPE2_C;81c9d729-8aee-42ff-b9d1-3b8a6197e7b1;0h 0m 7s;21XK11T2J03BF01380 - Juice Box 5;14/01/2026 07:23:06;14/01/2026 07:22:58;0
85048280;GF923SW;GF923SW;Gls Cosenza;TYPE2_C;ff668557-9ce3-473c-a4bb-c975a27e8006;5h 37m 19s;20XP22T3KK4AL01214 - Juice Pole 2 Prese;14/01/2026 11:50:54;14/01/2026 06:13:35;24,072
83601684;GS874LZ;GS874LZ;Gls Cosenza;TYPE2_C;fe7e70bb-d466-488d-8bb5-a4e1dbf74aa4;13h 0m 20s;23XK11M2J03BF00236 - Juice Box Dario;14/01/2026 08:16:58;13/01/2026 19:16:37;28,203
83604189;GM709PN;GM709PN;Gls Cosenza;TYPE2_C;f8751e64-82cc-4def-bd80-624e9dbea7ca;11h 17m 17s;20XP22T3KK4AL01214 - Juice Pole 2 Prese;14/01/2026 06:31:04;13/01/2026 19:13:46;41,6
83601684;GS874LZ;GS874LZ;Gls Cosenza;TYPE2_C;9affe427-cde7-48df-9568-6cc4377c257b;0h 2m 20s;23XK11M2J03BF00236 - Juice Box Dario;13/01/2026 19:16:02;13/01/2026 19:13:41;0,023
85073115;GS691VF2;GS691VF2;Gls Cosenza;TYPE2_C;086cd0b9-e14c-4aab-a479-404782b63431;12h 14m 32s;21XK11T2J03BF00818 - Juice Box 2;14/01/2026 05:30:54;13/01/2026 17:16:22;26,144
83604191;GS820JN;GS820JN;Gls Cosenza;TYPE2_C;695e4758-bae1-432a-a3c2-64c6213abc36;13h 24m 45s;21XK11T2J03BF00817 - Juice Box 9;14/01/2026 06:39:18;13/01/2026 17:14:33;46,794
83604191;GS820JN;GS820JN;Gls Cosenza;TYPE2_C;26a6064c-adf0-444a-95d9-67e4206f36fc;14h 29m 10s;21XK11T2J03BF01379 - Juice Box 8;14/01/2026 07:30:11;13/01/2026 17:01:00;45,914
83510720;GM100FB;GM100FB;Gls Cosenza;TYPE2_C;f6220d43-1b75-4056-a89a-293dee60bfba;14h 35m 1s;21XK11T2J03BF01380 - Juice Box 5;14/01/2026 07:24:36;13/01/2026 16:49:34;0,002
83604192;GR628XD;GR628XD;Gls Cosenza;TYPE2_C;520cf553-420d-4c76-944a-6c845ca04849;0h 0m 12s;21XK11T2J03BF00819 - Juice Box 7;13/01/2026 16:37:35;13/01/2026 16:37:22;0
83604192;GR628XD;GR628XD;Gls Cosenza;TYPE2_C;8f6ef523-49d7-4289-8f04-b35aec1fa96c;0h 0m 47s;21XK11T2J03BF00819 - Juice Box 7;13/01/2026 16:37:18;13/01/2026 16:36:31;0
83604192;GR628XD;GR628XD;Gls Cosenza;TYPE2_C;47dc8829-7df2-41dd-a8bf-b13239ea167e;0h 0m 9s;21XK11T2J03BF01380 - Juice Box 5;13/01/2026 16:35:46;13/01/2026 16:35:36;0
83604192;GR628XD;GR628XD;Gls Cosenza;TYPE2_C;b8b609f2-1576-40dc-a8b6-1d64a5ef675e;0h 2m 52s;21XK11T2J03BF01380 - Juice Box 5;13/01/2026 16:35:11;13/01/2026 16:32:18;0
83511001;GM099FB;GM099FB;Gls Cosenza;TYPE2_C;29bfa54f-05b0-41d0-8e0e-9e9c7be220d2;13h 46m 8s;21XK11T2J03BF01376 - Juice Box 3;14/01/2026 05:59:56;13/01/2026 16:13:48;42,35
83601661;GR637XD;GR637XD;Gls Cosenza;TYPE2_C;902ee00f-9065-4d1c-9fce-5069269cbde0;14h 21m 2s;21XK11T2J03BF01377 - Juice Box 6;14/01/2026 06:21:03;13/01/2026 16:00:00;46,006
83662927;GS824JN;GS824JN;Gls Cosenza;TYPE2_C;4ac1daae-0b5d-4a90-b157-a99eef402702;14h 36m 19s;21XK11T2J03BF00797 - Juice Box 4;14/01/2026 06:22:03;13/01/2026 15:45:44;59,04
83601537;GM098FB;GM098FB;Gls Cosenza;TYPE2_C;23fd3618-47fb-4bec-82bd-e25ca034e799;13h 53m 52s;21XK11T2J03BF00793 - Juice Box 1;14/01/2026 05:30:37;13/01/2026 15:36:44;26,7
83604191;GS820JN;GS820JN;Gls Cosenza;TYPE2_C;fe4950de-54ac-4761-8096-8f039026beb4;11h 46m 19s;20XP22T3KK4AL01214 - Juice Pole 2 Prese;13/01/2026 07:45:51;12/01/2026 19:59:31;60,826
83601684;GS874LZ;GS874LZ;Gls Cosenza;TYPE2_C;d5a8a810-7a4e-4e5b-b921-fbf47140ea4a;13h 21m 29s;23XK11M2J03BF00236 - Juice Box Dario;13/01/2026 08:19:14;12/01/2026 18:57:45;38,918
83604189;GM709PN;GM709PN;Gls Cosenza;TYPE2_C;5939da8c-7b9f-4eee-aec9-e072f028ea46;12h 54m 6s;21XK11T2J03BF01379 - Juice Box 8;13/01/2026 06:40:25;12/01/2026 17:46:18;40,762
83604189;GM709PN;GM709PN;Gls Cosenza;TYPE2_C;767d16aa-fdaf-41f0-85be-a55dfb2380d2;13h 32m 56s;21XK11T2J03BF00819 - Juice Box 7;13/01/2026 06:44:39;12/01/2026 17:11:43;39,608
83510720;GM100FB;GM100FB;Gls Cosenza;TYPE2_C;dae0690d-aaa5-4c80-ad69-89a05e2ed61c;14h 9m 38s;21XK11T2J03BF01380 - Juice Box 5;13/01/2026 07:19:26;12/01/2026 17:09:48;59,56
